queried_at,raw_query,rewritten_query,query_type,year_min,year_max,geography,topics,retrieved_ark_ids,response,latency_ms,relevancy_score,faithfulness_score
2026-04-11T20:44:15.080203+00:00,fire incidents in boston in 1920s,fire incidents in Boston during the 1920s,content_driven,1920,1929,Boston,fire incidents,2227v1279|dn404c54d|qr46zh08m|zs264n227|qz211549n|dn404c41b|4q77p528f|p841h041m|p267f600w|zs264n120,"The retrieved documents do not contain information about fire incidents in Boston during the 1920s. They primarily include unrelated topics such as legal notices, financial information, and other news unrelated to fires [1][2][3][4][5][6][7][8][9][10]. To find relevant information, you might consider refining your search terms or exploring specific archives that focus on historical fire incidents in Boston.",16834,,
2026-04-11T21:01:07.228904+00:00,fire incidents in boston,fire incidents in Boston,content_driven,,,Boston,fire incidents,8p58wr89q|n8715r80d|7366dg103|34855v237|jw82fs80c|ns06bj70s|tx31xv484|f7629w585|w3769m96r|h702xz61f,"The search retrieved several documents related to fire incidents in Boston. Notably, an article from April 28, 1911, describes a fire involving hot air explosions that produced thick smoke, leading to firemen being overcome upon entering the building [2]. Additionally, a document from January 6, 1934, provides a list of major Boston fires over the past 20 years, highlighting the Fenway Park fire as the largest incident in 1934 [10]. These documents offer insights into historical fire events in Boston, detailing specific incidents and their impacts.",406795,,
2026-04-11T21:04:05.425340+00:00,Women's suffrage documents,documents about women's suffrage,metadata_driven,,,,women's suffrage,7s75fx83t|nz806v068|nz8068908|5h73q6740|5h73q668v|5h73q672f|5h73q462s|5h73q416p|5h73q394v|5h73q658m,"The retrieved documents do not specifically address women's suffrage. While several items are related to women in general, such as photographs from 1917 [4][5][6][7][8][9][10], they do not provide information on the suffrage movement. Additionally, a visiting card from Maria Weston Chapman is related to antislavery movements and women abolitionists but not directly to suffrage [1]. To find documents specifically about women's suffrage, consider refining the search with more targeted keywords or checking collections focused on political movements or women's rights.",71426,,
2026-04-11T21:09:26.326800+00:00,fire incidents in boston,fire incidents in Boston,content_driven,,,Boston,fire incidents,jw82fs80c|h702xz61f|qv340770f|f7629w585|8623rc10m|n0103d37d|n5845679n|k643jc812|qr46zh17k|3x81f974t,"The search retrieved several documents related to fire incidents in Boston. Notably, a 1934 article from The Boston Traveler lists significant fires in Boston over the past 20 years, highlighting the Fenway Park fire as the largest of that year [2]. Another document from 1921 reports on a suspicious fire that destroyed a 24-story wooden frame dwelling in West Roxbury, which was under investigation by the police [9]. Additionally, a 1927 report discusses a survey by the national board of fire underwriters, which criticized the handling of incendiarism in Boston [5]. These documents provide insights into historical fire incidents and responses in Boston.",92999,,
2026-04-11T21:09:27.955300+00:00,Women's suffrage documents,documents about women's suffrage,metadata_driven,,,,women's suffrage,7s75fx83t|nz806v068|nz8068908|5h73q6740|5h73q668v|5h73q672f|5h73q462s|5h73q416p|5h73q394v|5h73q658m,"The retrieved documents do not specifically address women's suffrage. While several documents from 1917 focus on women [4][5][6][7][8][9][10], they lack specific context or text excerpts related to the suffrage movement. Additionally, a document from 1832 involves Maria Weston Chapman, a notable abolitionist, but it does not directly pertain to women's suffrage [1]. To find more relevant materials, consider refining the search with terms like ""women's suffrage movement,"" ""19th amendment,"" or specific suffragists' names.",94855,,
2026-04-11T21:12:11.752635+00:00,big fire incidents in boston,major fire incidents in Boston,content_driven,,,Boston,fire incidents|disasters,h702xz61f|jw82fs80c|j0995t14w|f7629w585|k643jc812|cr56vd59q|dz017f73w|wh24f9721|2r372c730|v4060k62g,"The search yielded information on significant fire incidents in Boston, particularly highlighting a list of major fires over the past 20 years as of 1934, with the Fenway Park fire being the largest that year [1]. This document provides a historical perspective on notable fires in the city, which is relevant to understanding the impact and frequency of such events in Boston's history. Other documents retrieved did not specifically address big fire incidents in Boston and are not relevant to the query. For more detailed information, refining the search to focus on specific fire events or time periods might be helpful.",41635,,
2026-04-11T21:12:12.157020+00:00,fire incidents in boston,fire incidents in Boston,content_driven,,,Boston,fire incidents,jw82fs80c|h702xz61f|qv340770f|f7629w585|8623rc10m|n0103d37d|n5845679n|k643jc812|qr46zh17k|3x81f974t,"The search yielded several documents related to fire incidents in Boston. A notable fire at Fenway Park in 1934 is highlighted as one of the largest fires in the city during that year, with a list of significant Boston fires over the past 20 years provided [2]. Additionally, a suspicious fire in West Roxbury in 1921 destroyed a 24-story wooden frame dwelling, prompting an investigation [9]. These documents provide insights into historical fire incidents and their impact on the city.",42246,,
2026-04-11T21:16:23.217161+00:00,big fire incidents in boston,major fire incidents in Boston,content_driven,,,Boston,fire incidents|disasters,h702xz61f|jw82fs80c|j0995t14w|f7629w585|k643jc812|cr56vd59q|dz017f73w|wh24f9721|2r372c730|v4060k62g,"The search retrieved information on significant fire incidents in Boston, particularly highlighting the Fenway Park fire as the largest in 1934 [1]. This document also provides a list of major Boston fires over the past 20 years, indicating a substantial total loss exceeding $14,000,000. However, other documents do not directly address specific fire incidents in Boston, focusing instead on unrelated topics or events outside the city [2][3][4][5][6][7][8][9][10]. For more comprehensive information, refining the search to focus on specific fire events or time periods might yield additional relevant results.",36403,,
2026-04-11T21:16:24.344724+00:00,Find photographs of Greece,photographs of Greece,metadata_driven,,,Greece,,sb399w87t|js959316t|5999qn749|db790245t|tb09ps505|tx31w652m|1544f8317|jq08b660h|j6733m63m|t435k0639,"The search retrieved several historical photographs related to Greece, primarily focusing on cultural and scenic elements. There are images depicting Greek individuals in traditional attire from Athens and Corfu, dating back to 1870, which highlight clothing and dress customs of the time [1][2][9][10]. Additionally, photographs from 1930 capture the harbor of Patras, showcasing maritime activity and harbor scenes [4][5][6]. There is also an image of the Areopagus in Athens, an important archaeological site, from 1870 [7]. These materials provide a visual insight into both the cultural attire and significant locations in Greece.",37056,,
2026-04-11T21:21:53.422608+00:00,Find photographs of Greece,photographs of Greece,metadata_driven,,,Greece,,sb399w87t|js959316t|5999qn749|db790245t|tb09ps505|tx31w652m|1544f8317|jq08b660h|j6733m63m|t435k0639,"The search retrieved several historical photographs related to Greece, primarily focusing on cultural and geographical aspects. Images from 1870 depict Greeks in traditional costumes in Athens and Corfu, highlighting clothing and dress [1][2][9][10]. Additionally, photographs from 1930 capture the harbor of Patras, showcasing maritime activities and ships [4][5][6]. There is also an image of the Areopagus in Athens, an important archaeological site, from 1870 [7]. These materials provide a visual insight into Greek culture and landscapes during the late 19th and early 20th centuries.",32240,,
2026-04-11T21:21:56.718141+00:00,major historical events in boston,major historical events in Boston,content_driven,,,Boston,historical events,w0898p76t|x346mm252|sj13hc521|4455gx08t|mp490h26w|js95f199v|xp68sk16d|f7629w585|sj13hc20r|dn404c54d,"The retrieved documents do not provide specific information about major historical events in Boston. They primarily consist of excerpts from issues of The Boston Traveler, which mention various topics such as social organizations, legal notices, and community events, but do not focus on significant historical events in the city [1][2][3][4][5][6][7][8][9][10]. To find relevant information, it may be helpful to refine the search with specific events or time periods in mind, such as the Boston Tea Party or the Great Boston Fire.",35332,,
2026-04-11T21:24:20.196292+00:00,major historical events in boston,major historical events in Boston,content_driven,,,Boston,historical events,w0898p76t|x346mm252|sj13hc521|4455gx08t|mp490h26w|js95f199v|xp68sk16d|f7629w585|sj13hc20r|dn404c54d,"The retrieved documents do not directly address major historical events in Boston. Instead, they contain various excerpts from the Boston Traveler newspaper, which mention local events, social organizations, and legal notices without specific reference to significant historical events in the city's history [1][2][3][4][5][6][7][8][9][10]. To find information on major historical events in Boston, it may be helpful to refine the search to include specific events or time periods, such as the Boston Tea Party, the Boston Massacre, or the 1919 Boston Molasses Disaster.",38881,,
2026-04-11T21:24:20.647879+00:00,can you tell me about the war,information about wars,content_driven,,,,war,98813452x|fb49bn51x|cn69tj27d|63963m258|t148p668r|66834g38c|95942860k|8910sh533|t435q667b|7653fn04v,"The retrieved documents provide some insights into wartime activities and sentiments during the early 20th century. For instance, in 1914, there were reports of military supplies being sought, possibly for a foreign country, indicating the global tensions leading up to World War I [2]. In 1917, there were discussions about the performance of military generals and the efforts of the war department to address public concerns, reflecting the challenges faced during World War I [4]. Additionally, in 1918, there are mentions of military engagements involving German forces, highlighting the ongoing conflicts of World War I [7]. These documents collectively offer a glimpse into the wartime atmosphere and military activities during that period.",39122,,
2026-04-13T16:34:23.291727+00:00,can you tell me about fire incidents that happened in boston,fire incidents in Boston,content_driven,,,Boston,fire incidents,jw82fs80c|h702xz61f|qv340770f|8623rc10m|f7629w585|n0103d37d|n5845679n|k643jc812|qr46zh17k|3x81f974t,"The retrieved documents provide information on several significant fire incidents in Boston. A notable fire occurred at Fenway Park in 1934, which was the largest fire in the city that year and part of a list of major Boston fires over the past 20 years, with total losses exceeding $14 million [2]. Additionally, a suspicious fire destroyed a 24-story wooden frame dwelling in West Roxbury in 1921, prompting a police investigation into its cause [9]. These documents highlight some of the major fire incidents in Boston's history.",210792,,
2026-04-13T16:46:35.355461+00:00,Women's suffrage documents,documents about women's suffrage,metadata_driven,,,,women's suffrage,7s75fx83t|nz806v068|nz8068908|5h73q6740|5h73q668v|5h73q672f|5h73q462s|5h73q416p|5h73q394v|5h73q658m,"The retrieved documents do not specifically address women's suffrage. They primarily focus on general topics related to women, such as the 1917 photographs simply titled ""Woman"" [4][5][6][7][8][9][10], and a 1943 legislative hearing involving Miss Hammond [2]. Additionally, there is a document related to Maria Weston Chapman, a notable abolitionist, but it does not directly pertain to suffrage [1]. To find more relevant materials, consider refining the search to include specific terms like ""women's suffrage movement"" or ""19th amendment.""",36959,,
2026-04-16T15:35:19.426741+00:00,tell me about washington,information about Washington,content_driven,,,Washington,history|biography|politics,zs264n651|ns06bt15c|c821pv70k|7079cq348|th83t672q|kd17m429c|7d27h651j|1831m726q|gf06pm17j|98812w707|028777911|0c48b749w|08619b42f|02877c05s|00006f605,"The retrieved documents do not provide substantial information about Washington as a historical figure or place. Instead, they mostly reference Washington Street in Boston or other unrelated topics. For example, there are mentions of businesses and advertisements located on Washington Street [1][3][5][7][9]. Additionally, there is a brief mention of weather reports and unrelated news items [8][12][13]. To find more relevant information, consider refining the search to specify whether you are interested in George Washington, Washington D.C., or another aspect of Washington.",579789,,
2026-04-18T00:30:30.171329+00:00,I want to see a variety of depictions of indigenous Americans from across the United States.,depictions of indigenous Americans from the United States,metadata_driven,,,United States,indigenous Americans,5x21v890h|5x21v958z|5x21v876p|5x21v9066|5x21v912b|x346h628w|02873h23v|5x21v956d|5x21v948q|5x21v914w,"The search results include several collections related to depictions of Indigenous Americans, primarily from the early 20th century, but they lack specific text excerpts or detailed descriptions. The documents generally focus on Indigenous peoples and their interactions with horses, as well as cultural events like parades and processions [1][2][3][4][5][8][10]. There is also a specific mention of the Passamaquoddy Indians from Maine [9]. However, the lack of detailed content in these records suggests that further exploration or a refined search might be necessary to find more diverse and detailed depictions from across the United States.",244671,,
2026-04-18T00:31:29.415458+00:00,What were some important historical events that happened in Boston in 1919?,important historical events in Boston in 1919,content_driven,1919,1919,Boston,historical events,cj82sm13b|0g35bt824|kw52rm494|v6931n15b|qn59xj92g|ng457x47d|b277b6909|jw82fs373|66834g683|2r3729975,"The retrieved documents do not provide specific information about significant historical events in Boston in 1919. They primarily contain routine notices, such as legal announcements and business transactions, without detailing major events of historical significance [1][4][5][6]. To find information on important historical events in Boston in 1919, such as the Boston Molasses Disaster or the Boston Police Strike, it would be beneficial to refine the search to focus on those specific topics.",9831,,
2026-04-18T00:32:05.118175+00:00,I want to see a variety of depictions of indigenous Americans from across the United States.,depictions of indigenous Americans across the United States,metadata_driven,,,United States,indigenous Americans,5x21v890h|5x21v958z|5x21v876p|5x21v912b|5x21v9066|5x21v956d|5x21v9308|70796g072|g732n327v|ht24xz82v,"The search results include several depictions of Indigenous Americans, primarily from the early 20th century, housed at the Boston Public Library. These materials cover various aspects of Indigenous life and culture, such as traditional headdresses [7][9], participation in parades and processions [6], and interactions with horses [5][10]. Additionally, there is a specific reference to the Mojave Indians from Arizona, dating back to 1868, which provides a geographical and cultural perspective from the southwestern United States [8]. While the documents lack detailed text excerpts, they collectively offer a range of visual and thematic representations of Indigenous peoples across different regions and contexts.",45759,,
2026-04-18T00:36:01.365427+00:00,What were some important historical events that happened in Boston in 1919?,important historical events in Boston in 1919,content_driven,1919,1919,Boston,historical events,cj82sm13b|0g35bt824|kw52rm494|v6931n15b|qn59xj92g|ng457x47d|b277b6909|jw82fs373|66834g683|2r3729975,"The retrieved documents do not directly address significant historical events in Boston during 1919. They primarily contain routine notices, advertisements, and local news snippets from ""The Boston Traveler"" without specific references to major events of that year, such as the Boston Molasses Disaster or the Boston Police Strike. To find more relevant information, it might be helpful to refine the search with specific event names or broader historical context.",4537,,
2026-04-18T00:36:01.423196+00:00,What were some important historical events that happened in Boston in 1919?,important historical events in Boston 1919,content_driven,1919,1919,Boston,historical events,cj82sm13b|v6931n15b|qn59xj92g|kw52rm494|b277b6909|ng457x47d|0g35bt824|vh5448344|66834g683|th83t8881,"The retrieved documents do not directly address significant historical events in Boston in 1919. They primarily contain routine notices, advertisements, and local news snippets from ""The Boston Traveler"" throughout the year [1][2][3][4][5][6][7][8][9][10]. To find information on major historical events, such as the Boston Molasses Disaster or the Boston Police Strike, it would be beneficial to refine the search to focus on specific events or look for articles from January and September 1919, respectively.",4365,,
2026-04-18T00:36:42.206898+00:00,What were some important historical events that happened in Boston in 1919?,important historical events in Boston 1919,content_driven,1919,1919,Boston,historical events,cj82sm13b|v6931n15b|qn59xj92g|kw52rm494|b277b6909|ng457x47d|0g35bt824|vh5448344|66834g683|th83t8881,"The retrieved documents do not directly address significant historical events in Boston in 1919. Instead, they contain various notices and advertisements from ""The Boston Traveler"" newspaper, such as legal notices [1][3][9], a dance to aid a hospital fund [5], and a soccer event [8]. None of these excerpts provide information on major historical events like the Boston Molasses Disaster or the Boston Police Strike, which are key events from that year. You may want to refine your search to focus specifically on these well-documented events.",4214,,
2026-04-18T05:02:57.069752+00:00,I want to see a variety of depictions of indigenous Americans from across the United States.,depictions of indigenous Americans United States,hybrid,,,,,5x21v890h|5x21v958z|5x21v876p|5x21v912b|5x21v9066|02873h23v|g732n327v|g732ht59s|g158g3669|5x21v956d|d217tr50h|70796g072|4m90np452|5x21v9308|5x21v914w|5x21v9422|ms3620672|5x21v972s|5x21v954v|70796k339|st74gs635|x346h628w|5x21v940h|5x21v894m|5x21v8922|5x21v916f|5x21v8965|ht24xz82v|5x21v8787|cz30pz919|cz30pz944|5x21v872k|5x21v8744|70796j89z|5x21v9023|70796m33h|5x21v9707|70796k57w|cz30pz83m|7653b191z|d504vm88g|0z70cx136|r494zm800|2n49x507n|5x21v948q|5x21tr52t|q237n9849|70796k83h|70796j81r|5x21v8808,"The search retrieved a variety of depictions of Indigenous Americans, primarily from the early 20th century, with a focus on cultural and ceremonial aspects. Several documents highlight the presence of Native Americans in Boston, such as those related to the 101 Ranch, which depict interactions with horses and parades [15][19][23]. There are also records of specific tribes, including the Mohave Indians from Arizona [12], the Crow Indians [20][34][49], and the Apache Indians [36][48]. Additionally, the collection includes images of individuals in traditional headdresses and clothing, such as Chief Bald Eagle [35] and other unnamed individuals [13][14][17]. These materials provide a broad view of Indigenous American representation in historical contexts.",45745,,
2026-04-18T05:03:20.872065+00:00,Find pictures of JFK before he became president.,John F. Kennedy photographs before presidency,hybrid,1900,1960,,,x346f8831|x346f8432|x346fc792|7w62gf05d|7w62gf07z|x346f9438|7w62gb593|7w62g349d|x346f879f|7w62g489k|x346fc856|7w62g4757|7w62gd455|7w62g733b|7w62g837n|7w62g861q|x346f881g|7w62gb95z|7w62gb93d|x346f969d|7w62gb657|7w62gb71c|7w62gb67s|7w62gb436|5x21v732d|7w62g3769|w950ck462|hm512j266|kk91p715b|x346mj29r|05748729d|w950cb16w|tt44x645p|td96sv58z|xd07qg695|v9802f00b|7m01k936s|3t94d2958|br86jq34f|3f468m299|sb39fz91h|rf565p36c|vq286c547|c534p1342|f4758w104|5d86wc194|2n501h383|jh34b6126|tt44wz826|q811sx576,"Several photographs of John F. Kennedy before he became president are available in the archive. These include images from his political campaigns and public appearances in the 1950s. Notable examples are photographs from 1956 showing Kennedy with Adlai Stevenson during political events and parades [1][3][9][11][17]. Additionally, there are images from his Senate campaign in 1958, capturing him in various campaign activities [7][18][21][22][23][24]. These materials provide visual documentation of JFK's political career prior to his presidency.",23593,,
2026-04-18T05:04:01.873217+00:00,"I have to do a project about the battle of Bunker Hill during the American Revolution, can you help me find some information about that?",Battle of Bunker Hill American Revolution,hybrid,,,,,k356hh69r|k0699758v|k0698q82n|xs55ts45z|61092s891|7366dg171|k0699139d|hx11zw676|k069bq67w|k069bq60z|k069bq54t|98813452x|hx11zr02j|k0699n59m|8s45xs44f|7079ck955|hx11zs37v|pz50ns58k|hx11zr086|0g35bt54z|rr178895x|hx11zq86c|xk81rz32x|k0699w079|k069b386c|k0699474m|w0898m76d|hx120g65g|rr178820v|tb09rf873|hx120487f|7p88kv62n|k0699347h|hx11zk31z|th83t8881|hx1209068|08619962q|k069b379z|k06990086|hx120c87w|8336qp42w|hx11zs39d|gq67rw558|k069bg843|k069bg77p|988135125|7m01k0219|hx120c25w|98813494f|5t3517993,"The search did not yield specific information on the Battle of Bunker Hill itself. However, there are references to commemorations and discussions about the battle. For instance, a 1925 article in The Boston Traveler mentions federal participation in the observance of the 150th anniversary of the battle [4]. Additionally, a 1919 article discusses the perception of the battle as a defeat turned into a celebrated victory [35]. These documents might provide context on how the battle has been remembered and commemorated over time. For detailed historical information, you may want to refine your search to focus on primary accounts or analyses of the battle itself.",40839,,
2026-04-18T05:04:07.483565+00:00,What were some important historical events that happened in Boston in 1919?,important historical events in Boston 1919,hybrid,1919,1919,,,0g35bt824|th83t8881|v6931n15b|qn59xj92g|x633ng23j|dv146568h|b277b6909|7d27h5499|66834g683|g732mp48z|d217z349h|jw82fs373|x920pc616|ht253z04g|3r07c778t|8k71vw25v|cj82sm13b|gb19nm774|2v243620s|m900w7714|mk61zx840|kw52rm494|d217z364m|ng457x47d|cz30x4402|6q1890372|5t3511651|vh5448344|2r3729975|4742hn897|x059kn732|2r372b05n|wm11g0917|vh5448298|ng457x464|qv3408085|hq3830546|cc08qt40s|f4758w15h|wm11g112s|bk12gq79t|g732mp365|8k71vw132|rb694r775|zk522w08v|kd17m693t|gb19nm79p|sx61mz02v|2z114499d|z316xj01b,"The retrieved documents do not provide specific information about significant historical events in Boston in 1919. They primarily contain legal notices, advertisements, and general news items from ""The Boston Traveler"" newspaper, which do not highlight major events from that year. To find relevant historical events, it might be helpful to refine the search or consult additional sources that focus on key occurrences in Boston during 1919, such as the Boston Police Strike or the Boston Molasses Disaster.",5455,,
2026-04-18T05:04:09.657555+00:00,What caused the Great Fire of Boston in 1872?,causes of the Great Fire of Boston 1872,hybrid,1872,1872,,,,No relevant materials were found for your query in the Digital Commonwealth collection. Try rephrasing or using a more specific historical topic.,2015,,
2026-04-18T05:04:18.641524+00:00,Find postcards of Cape Cod from the early 1900s,postcards of Cape Cod,hybrid,1900,1909,,,sn00j893h|0g35bs020|pr76nd464|93071934b|4742hm203|k069gk88h|fj23dd47m|ft84h1806|6q188x544|6q188x75w|mp490p59g|bz60m6228|1j92ph22x|h702xm40m|cr56vd69z|8p58wp856|4b29jp23g|kp78pr518|xg94r267z|xp68sr04n|pr76nd35m|sj13h838k|ms361j03n|3n20b9872|n0103b51t|zs264j580|5999vg77s|rj436g63w|jd4795698|rj436g53n|jq08cv82n|bg25ft41n|sb39fm67c|8336qc286|zg651x69x|0v83gb305|63963j28p|31984x82z|5712tf791|8p58wq61t|4742hm41v|qr46zc75n|3x81dz59g|2801wr92h|st74m1931|ht253w40x|98813334s|2f75zm394|xg94r2644|xp68sr023,"The search did not retrieve any postcards of Cape Cod from the early 1900s. The documents primarily consist of newspaper articles from The Boston Traveler, which mention various topics such as travel to Provincetown and the popularity of postcards in general, but do not include specific postcards or images of Cape Cod [1][2][4][5][7][8]. To find postcards, consider refining the search to include specific collections or archives known for holding historical postcards.",8836,,
2026-04-18T05:04:26.049839+00:00,Show me depictions of women working in Boston during the early 1900s.,women working in Boston,hybrid,1900,1909,,,z89106391|kk91nw420|61092n06f|8c97t352f|cj82sj74n|f1887x86t|z029wg276|3j339c232|7w62nj197|wm11fz31d|s178bz68v|7d27h279d|9z909c65t|fn10f8542|6d576686c|2b88xq583|nv93cb48v|pc28hs63c|j3866h529|mk61zt94m|3r07c4718|bg25fr99n|8c97t154k|bv73k784m|bz60m6228|9g554t578|5712tf791|2v2433095|k069gj91m|ks65qm52k|5712tf766|sb39fm20g|1v53s9022|qf85vk18d|0p09dh75v|js95dt93s|q524s093s|xd07q4073|0p09dh26x|rv0495203|0g35br11r|js95dv36c|jm21c101h|ft84h115w|st74m1728|69705803w|8336qb68z|tq57w191w|k643j923r|x059kj69v,"The retrieved documents contain numerous advertisements from the early 1900s in ""The Boston Traveler"" newspaper, which provide insights into the types of work women were engaged in during that period in Boston. Women were seeking employment in various roles such as housekeepers, laundresses, and general domestic workers [1][2][9][15]. There are also mentions of women looking for work in sewing, dressmaking, and as companions or caregivers [4][5][21]. These advertisements reflect the kinds of jobs women were pursuing and the skills they offered in the workforce during the early 20th century in Boston.",7101,,
2026-04-18T05:05:07.107708+00:00,Find materials related to abolitionist movements in Massachusetts.,abolitionist movements in Massachusetts,hybrid,,,,,m900pf991|5h740p602|m900pj71z|m900qj137|m900pk27m|qz20vb63h|5h7406096|qz20tm53r|m900pz684|qz20tq833|qz20vp76n|m900pf14q|dv144v57s|qz20tt71x|qz20vd10w|2z110p656|qz20vq90p|qz20td45t|qz20vp13c|5h740097k|2v23xd529|qz20v0871|qz20vp565|6w925c17h|dv144g35g|dv144t51x|dv144t836|qz20vh05n|qz20vh58p|cv43pt42v|dv144r20h|qz20vh63j|qz20v790s|6w924r62f|6w926842d|m900pw932|vm417c65z|7s75fr21s|dv144t462|dv144w62v|bv73k340q|dv146533d|wd37d6611|qj72wm001|2z114437d|8p58wv25s|8w32zb308|7s75mv243|ks65qs66z|p267f8654,"The search yielded several materials related to the abolitionist movements in Massachusetts, primarily from the 19th century. These include documents such as ""To the Abolitionists of Massachusetts"" from 1844, which is a collection-level record without a text excerpt [1], and various letters and records associated with prominent abolitionists like Amos Augustus Phelps and Samuel May [2][4][6][7]. Additionally, there are records of the Massachusetts Abolition Society, including expense accounts and correspondence, which provide insight into the organizational aspects of the movement [3][5][9]. These documents collectively highlight the active role Massachusetts played in the antislavery movement during that period.",40907,,
2026-04-18T05:05:46.796684+00:00,"Find old photographs of Beacon Hill, Boston.",photographs of Beacon Hill Boston,hybrid,,,,,rf563z034|zg650968r|0g359498q|8s45w082x|q811r827c|9k4244230|nz80bn54c|w3767t056|n87149556|3b596106f|63961w78m|v9800r04z|d217wc82v|9p294z40k|sn00gm90d|4t64n958h|w9509n375|wp98f767c|0z70fj847|4742g074h|fq97dk17j|9p294z44p|9p294z30b|xw42sx441|t722p011r|p841f933f|jd477k93g|sj13fq086|1j92mv602|w0896x245|sb39d089h|zs262x090|9k424440n|wp98f7663|fb4991023|cz30vf35q|ng456673h|gt54rb56x|v118x465f|cv43tk270|4x51p803k|bn99fw82x|hq381b050|h702vz98r|th83rn013|7940dn09r|pz50nj81x|qz20zg32v|gt54tb02z|nv93cj70m,"The search retrieved several photographs from 1941 depicting various houses on Beacon Street in Boston, which is part of the Beacon Hill area [1][3][4][6][8]. These images are part of the Boston Public Library's collection and provide a historical view of the architecture and residential buildings in Beacon Hill during that period. However, the documents do not include text excerpts or detailed descriptions, focusing solely on the addresses and the general topic of houses [1][3][4][6][8]. If you are looking for more specific images or additional context, you might consider refining your search to include other types of materials or different time periods.",39535,,
2026-04-18T05:06:30.242295+00:00,What was the Boston Tea Party and why did it happen?,Boston Tea Party causes and events,hybrid,,,,,sj13hc521|sj13hc20r|sn00jf066|bv73kb59w|q811sx51j|rx91b2102|9g554x97v|hm512b234|jw82fs80c|td96sh705|05748300m|q811sx576|rv049j69t|959427636|jw82fs48m|pk02kn086|cf95s092k|pk02kn47w|mk61zx840|2v243614n|qf85vp01v|1g05nq68z|1n79qh885|1g05kx473|xk81q786q|rj436969h|1257jh40g|9z909g670|02875g19d|70799v814|70799v80v|cz30vc52z|ww72jj941|r2080938s|pz50nh065|h989zc964|gt54r861c|9k424232j|zg650772x|3t94d976h|nv939n92x|j9608f19k|7w62nn799|sx61k6687|kw52pv48z|2227v980g|b277bj448|61090z034|pz50q966q|tq57tb58c,"The retrieved documents do not contain information directly related to the Boston Tea Party or its causes. The documents primarily consist of excerpts from the Boston Traveler and Boston Evening Transcript, covering various unrelated topics such as local news, advertisements, and legal notices from the early 20th century [1][2][3][4][5]. To find relevant information about the Boston Tea Party, it may be helpful to refine the search to include specific historical records or articles focused on events from the 18th century.",43294,,
2026-04-18T05:07:09.713891+00:00,What events took place in Boston during the American Revolution?,events in Boston during the American Revolution,hybrid,,,,,sj13hc521|rj436j59q|xp68sk16d|4455gx08t|w0898p76t|2227v016k|2b88xt166|v6931d01j|f7629w585|pg15jm20d|q811sx576|9w038f270|gh93qb69g|g158k0160|0v83gd609|nk328w960|pk02km15d|cf95s092k|69705368p|h989z6033|f4758t40f|k643jb59b|mp490h26w|jw82fs48m|f7629j141|qj72wk366|9g554x97v|b277bj448|n01036307|x346mq854|sq87k6163|3t94dc45x|sb39fz91h|pn89mn34x|1g05nm273|n2974h064|5d86wb473|sj13hb65w|02877c05s|pz50qc108|pv63pf65d|93071j24j|nk328j54d|fj23dj56d|5999vh656|3x81f865n|qv340f16w|j0995s523|gq67s998q|4x51r594r,"The retrieved documents do not provide information about events in Boston during the American Revolution. They primarily consist of various unrelated topics from the early 20th century, such as local news, legal notices, and social events in Boston [1][2][3][4][5]. To find relevant materials, consider refining the search to focus on specific Revolutionary War events or figures associated with Boston, such as the Boston Tea Party or the Battle of Bunker Hill.",39309,,
2026-04-18T05:07:49.494242+00:00,Who was Crispus Attucks and what was his role in American history?,Crispus Attucks role in American history,hybrid,,,,,mp491137p|q811sx37q|hh63wd76w|3f468m86x|wd378d812|fb49bx96x|1r66mm61j|s752dz22z|xs55pz19p|f1884738h|xp68p152f|086192849|08615825p|5m60tc526|cj82kx52v|5d86rm340|sf26gm77g|5425nx19x|c534j864j|6108xx025|k356cq10m|w6636q38n|f1884676q|g445g110q|q524s827v|9w034p213|4b29k254x|tt44s7919|4f16kg40r|37727173h|00002k28j|s1787639b|d7921018q|jh346c852|zg64x537f|ws85d239p|bc3892730|bg25fw608|6d572g606|bg25b173n|tm70v769g|b564c474c|dj52zq48n|b277bb441|90200f10f|r7820125d|4b29jx688|k356hj222|z890vf437|d504v5051,"The retrieved documents provide some information about Crispus Attucks and his significance in American history. Crispus Attucks is noted as a martyr who died in the Boston Massacre, an event that marked a pivotal moment in the American struggle for independence. A ceremony was held on Boston Common to honor Attucks and his fellow martyrs, highlighting their sacrifice for liberty [4]. Additionally, a 1930 article mentions that Attucks, described as a ""negro,"" was among those killed by British soldiers during the massacre, and a wreath was laid at his monument as a symbol of love and devotion [8]. These documents underscore Attucks' role as a symbol of resistance and his contribution to the American Revolution.",39616,,
